Id,Label,timeset,type,superclass,class,gene,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
3220,kpsT,,Virulence,Invasion,Invasion,kpsT,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3221,lpxM,,Virulence,Immune modulation,Immune modulation,lpxM,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3225,Phage-apl,,MGE,Phage,apl,Phage-apl,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3226,Phage-bor,,MGE,Phage,bor,Phage-bor,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3229,Phage-Fi,,MGE,Phage,Fi,Phage-Fi,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3232,Phage-gpG_1,,MGE,Phage,gpG_1,Phage-gpG_1,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3236,Phage-ply,,MGE,Phage,ply,Phage-ply,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3238,Phage-rzpD,,MGE,Phage,rzpD,Phage-rzpD,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3240,Phage-STY3688,,MGE,Phage,STY3688,Phage-STY3688,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3241,Phage-ybl30,,MGE,Phage,ybl30,Phage-ybl30,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3242,Phage-ydaT_1,,MGE,Phage,ydaT_1,Phage-ydaT_1,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3244,Phage-ymfK_3,,MGE,Phage,ymfK_3,Phage-ymfK_3,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3246,pla,,Virulence,Exoenzyme,Exoenzyme,pla,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3248,Plasmid-trbB_1,,MGE,Plasmid,trbB_1,Plasmid-trbB_1,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3252,replication/recombination/repair-recA_1,,MGE,replication/recombination/repair,recA_1,replication/recombination/repair-recA_1,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3254,replication/recombination/repair-spo0J,,MGE,replication/recombination/repair,spo0J,replication/recombination/repair-spo0J,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3255,replication/recombination/repair-ssb3,,MGE,replication/recombination/repair,ssb3,replication/recombination/repair-ssb3,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3256,replication/recombination/repair-umuC_3,,MGE,replication/recombination/repair,umuC_3,replication/recombination/repair-umuC_3,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3263,ssaO,,Virulence,Effector delivery system,Effector delivery system,ssaO,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3267,tssH-5/clpV,,Virulence,Effector delivery system,Effector delivery system,tssH-5/clpV,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3269,waaG,,Virulence,Immune modulation,Immune modulation,waaG,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3270,wbpE,,Virulence,Immune modulation,Immune modulation,wbpE,48,48,14,0.13879,0.227758,241.506897,0,0,23,0.001043,1,0.851064,960,0.004702
3589,AAC(3)-VIII,,ARG,aminoglycoside,aminoglycoside,AAC(3)-VIII,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3590,ADEI,,ARG,multidrug,multidrug,ADEI,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3591,ADEL,,ARG,multidrug,multidrug,ADEL,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3592,AXYY,,ARG,multidrug,multidrug,AXYY,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3593,bscR,,Virulence,Effector delivery system,Effector delivery system,bscR,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3594,cheR-3,,Virulence,Motility,Motility,cheR-3,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3595,CMLA,,ARG,phenicol,phenicol,CMLA,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3596,EF3023,,Virulence,Exoenzyme,Exoenzyme,EF3023,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3597,EMRA,,ARG,multidrug,multidrug,EMRA,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3598,EMRK,,ARG,multidrug,multidrug,EMRK,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3599,epsF,,Virulence,Effector delivery system,Effector delivery system,epsF,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3600,EPTA,,ARG,peptide,peptide,EPTA,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3601,gspJ,,Virulence,Effector delivery system,Effector delivery system,gspJ,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3602,invI,,Virulence,Effector delivery system,Effector delivery system,invI,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3603,MEXR,,ARG,multidrug,multidrug,MEXR,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3604,MTRE,,ARG,multidrug,multidrug,MTRE,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3605,Phage-dexA,,MGE,Phage,dexA,Phage-dexA,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3608,replication/recombination/repair-xerC_6,,MGE,replication/recombination/repair,xerC_6,replication/recombination/repair-xerC_6,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3609,ssaE,,Virulence,Effector delivery system,Effector delivery system,ssaE,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3610,stability/transfer/defense-parE1,,MGE,stability/transfer/defense,parE1,stability/transfer/defense-parE1,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3611,stability/transfer/defense-stbA,,MGE,stability/transfer/defense,stbA,stability/transfer/defense-stbA,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3612,stability/transfer/defense-yfdM_2,,MGE,stability/transfer/defense,yfdM_2,stability/transfer/defense-yfdM_2,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
3613,TWO-COMPONENT_SYSTEM_RESPONSE_REGULATOR_EVGA,,ARG,unclassified,unclassified,TWO-COMPONENT_SYSTEM_RESPONSE_REGULATOR_EVGA,47,47,9,0.219576,0.307353,981.651022,0,0,2,0.001203,1,0.722479,781,0.004076
2939,Plasmid-pilV,,MGE,Plasmid,pilV,Plasmid-pilV,46,46,11,0.169906,0.263532,41.859776,0,0,14,0.001392,1,0.284058,294,0.003749
2618,integration/excision-NGR_a02060,,MGE,integration/excision,NGR_a02060,integration/excision-NGR_a02060,43,43,2,0.600939,0.667969,4.973304,0,0,4,0.000801,7,0.830565,750,0.008172
1594,Microscilla,,Taxa,Microscilla,Microscilla,Microscilla,42,42,11,0.189038,0.263588,0,0,0,22,0.000745,1,1,861,0.005539
2232,ACICU_RS00500,,Virulence,Immune modulation,Immune modulation,ACICU_RS00500,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2233,ACICU_RS04590,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,ACICU_RS04590,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2234,ACICU_RS04595,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,ACICU_RS04595,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2239,barA,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,barA,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2242,BRP(MBL),,ARG,glycopeptide,glycopeptide,BRP(MBL),39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2261,csuD,,Virulence,Biofilm,Biofilm,csuD,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2299,hemO,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,hemO,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2311,integration/excision-ORF19,,MGE,integration/excision,ORF19,integration/excision-ORF19,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2327,Integron-insQ_2,,MGE,Integron,insQ_2,Integron-insQ_2,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2402,Phage-C2,,MGE,Phage,C2,Phage-C2,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2464,Phage-ydfQ_3,,MGE,Phage,ydfQ_3,Phage-ydfQ_3,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2549,stability/transfer/defense-hokD,,MGE,stability/transfer/defense,hokD,stability/transfer/defense-hokD,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
2550,stability/transfer/defense-hokE,,MGE,stability/transfer/defense,hokE,stability/transfer/defense-hokE,39,39,13,0.143545,0.229466,606.691935,0,0,6,0.001456,1,0.591093,438,0.002816
3083,algU,,Virulence,Biofilm,Biofilm,algU,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3094,ebpA,,Virulence,Adherence,Adherence,ebpA,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3097,espX6,,Virulence,Effector delivery system,Effector delivery system,espX6,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3098,espY1,,Virulence,Effector delivery system,Effector delivery system,espY1,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3099,espY4,,Virulence,Effector delivery system,Effector delivery system,espY4,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3100,espY5,,Virulence,Effector delivery system,Effector delivery system,espY5,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3101,fliL,,Virulence,Motility,Motility,fliL,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3107,iap,,Virulence,Exotoxin,Exotoxin,iap,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3114,MDTA,,ARG,multidrug,multidrug,MDTA,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3117,neuD,,Virulence,Invasion,Invasion,neuD,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3119,pchF,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,pchF,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3122,Phage-cox,,MGE,Phage,cox,Phage-cox,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3124,Phage-gpU_1,,MGE,Phage,gpU_1,Phage-gpU_1,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3129,Phage-old,,MGE,Phage,old,Phage-old,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3133,Phage-Q_1,,MGE,Phage,Q_1,Phage-Q_1,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3135,Phage-ssb3,,MGE,Phage,ssb3,Phage-ssb3,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3144,replication/recombination/repair-parM_1,,MGE,replication/recombination/repair,parM_1,replication/recombination/repair-parM_1,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3147,shuV,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,shuV,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3151,stability/transfer/defense-HipB,,MGE,stability/transfer/defense,HipB,stability/transfer/defense-HipB,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3153,stability/transfer/defense-yacA,,MGE,stability/transfer/defense,yacA,stability/transfer/defense-yacA,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3159,tssM,,Virulence,Effector delivery system,Effector delivery system,tssM,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3160,vipB,,Virulence,Effector delivery system,Effector delivery system,vipB,37,37,12,0.15345,0.228206,216.762604,0,0,19,0.001058,1,0.873874,582,0.003059
3011,csgB,,Virulence,Adherence,Adherence,csgB,37,37,12,0.181916,0.277145,3032.865128,0,0,25,0.001296,1,0.554054,369,0.002683
3019,hilD,,Virulence,Effector delivery system,Effector delivery system,hilD,37,37,12,0.181916,0.277145,3032.865128,0,0,25,0.001296,1,0.554054,369,0.002683
3037,orgC,,Virulence,Effector delivery system,Effector delivery system,orgC,37,37,12,0.181916,0.277145,3032.865128,0,0,25,0.001296,1,0.554054,369,0.002683
3038,Phage-48,,MGE,Phage,48,Phage-48,37,37,12,0.181916,0.277145,3032.865128,0,0,25,0.001296,1,0.554054,369,0.002683
3061,slrP,,Virulence,Effector delivery system,Effector delivery system,slrP,37,37,12,0.181916,0.277145,3032.865128,0,0,25,0.001296,1,0.554054,369,0.002683
3071,sseJ,,Virulence,Effector delivery system,Effector delivery system,sseJ,37,37,12,0.181916,0.277145,3032.865128,0,0,25,0.001296,1,0.554054,369,0.002683
3072,sseL,,Virulence,Effector delivery system,Effector delivery system,sseL,37,37,12,0.181916,0.277145,3032.865128,0,0,25,0.001296,1,0.554054,369,0.002683
3208,cfaC,,Virulence,Adherence,Adherence,cfaC,35,35,13,0.157993,0.243051,4127.125,0,0,23,0.00081,1,0.90084,536,0.003555
3217,invB,,Virulence,Effector delivery system,Effector delivery system,invB,35,35,13,0.157993,0.243051,4127.125,0,0,23,0.00081,1,0.90084,536,0.003555
3258,sipA/sspA,,Virulence,Effector delivery system,Effector delivery system,sipA/sspA,35,35,13,0.157993,0.243051,4127.125,0,0,23,0.00081,1,0.90084,536,0.003555
3259,sipD,,Virulence,Effector delivery system,Effector delivery system,sipD,35,35,13,0.157993,0.243051,4127.125,0,0,23,0.00081,1,0.90084,536,0.003555
3260,spaR,,Virulence,Effector delivery system,Effector delivery system,spaR,35,35,13,0.157993,0.243051,4127.125,0,0,23,0.00081,1,0.90084,536,0.003555
3085,BPEF,,ARG,multidrug,multidrug,BPEF,34,34,13,0.143667,0.217804,402.577894,0,0,19,0.001039,1,0.812834,456,0.002786
3087,chuV,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,chuV,34,34,13,0.143667,0.217804,402.577894,0,0,19,0.001039,1,0.812834,456,0.002786
3106,HP1181,,ARG,multidrug,multidrug,HP1181,34,34,13,0.143667,0.217804,402.577894,0,0,19,0.001039,1,0.812834,456,0.002786
3132,Phage-P_2,,MGE,Phage,P_2,Phage-P_2,34,34,13,0.143667,0.217804,402.577894,0,0,19,0.001039,1,0.812834,456,0.002786
3138,Plasmid-traC_3,,MGE,Plasmid,traC_3,Plasmid-traC_3,34,34,13,0.143667,0.217804,402.577894,0,0,19,0.001039,1,0.812834,456,0.002786
3142,replication/recombination/repair-DnaG,,MGE,replication/recombination/repair,DnaG,replication/recombination/repair-DnaG,34,34,13,0.143667,0.217804,402.577894,0,0,19,0.001039,1,0.812834,456,0.002786
2322,Integron-insA8,,MGE,Integron,insA8,Integron-insA8,33,33,12,0.16376,0.250482,8396.509946,0,0,6,0.001536,1,0.304924,161,0.002275
2333,Integron-intS,,MGE,Integron,intS,Integron-intS,33,33,12,0.16376,0.250482,8396.509946,0,0,6,0.001536,1,0.304924,161,0.002275
1240,Sugarlandvirus,,Taxa,Sugarlandvirus,Sugarlandvirus,Sugarlandvirus,32,32,10,0.221301,0.304045,13494.9217,0,0,2,0.00102,1,0.544355,270,0.003063
3201,ACICU_RS04565,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,ACICU_RS04565,32,32,15,0.12285,0.192939,5.125,0,0,23,0.000741,1,0.941532,467,0.00331
3216,integration/excision-rayT,,MGE,integration/excision,rayT,integration/excision-rayT,32,32,15,0.12285,0.192939,5.125,0,0,23,0.000741,1,0.941532,467,0.00331
3218,kfiD,,Virulence,Immune modulation,Immune modulation,kfiD,32,32,15,0.12285,0.192939,5.125,0,0,23,0.000741,1,0.941532,467,0.00331
68,Actinomyces,,Taxa,Actinomyces,Actinomyces,Actinomyces,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
994,Arsenicicoccus,,Taxa,Arsenicicoccus,Arsenicicoccus,Arsenicicoccus,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
236,Brachybacterium,,Taxa,Brachybacterium,Brachybacterium,Brachybacterium,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
1161,Cnuibacter,,Taxa,Cnuibacter,Cnuibacter,Cnuibacter,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
213,Janibacter,,Taxa,Janibacter,Janibacter,Janibacter,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
26,Kocuria,,Taxa,Kocuria,Kocuria,Kocuria,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
1480,Miniimonas,,Taxa,Miniimonas,Miniimonas,Miniimonas,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
331,Ornithinimicrobium,,Taxa,Ornithinimicrobium,Ornithinimicrobium,Ornithinimicrobium,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
705,Pauljensenia,,Taxa,Pauljensenia,Pauljensenia,Pauljensenia,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
1115,Plantibacter,,Taxa,Plantibacter,Plantibacter,Plantibacter,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
186,Pseudarthrobacter,,Taxa,Pseudarthrobacter,Pseudarthrobacter,Pseudarthrobacter,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
401,Pseudopropionibacterium,,Taxa,Pseudopropionibacterium,Pseudopropionibacterium,Pseudopropionibacterium,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
30,Rothia,,Taxa,Rothia,Rothia,Rothia,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
67,Schaalia,,Taxa,Schaalia,Schaalia,Schaalia,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
172,Serinicoccus,,Taxa,Serinicoccus,Serinicoccus,Serinicoccus,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
759,Sinomonas,,Taxa,Sinomonas,Sinomonas,Sinomonas,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
911,Zhihengliuella,,Taxa,Zhihengliuella,Zhihengliuella,Zhihengliuella,31,31,2,0.568889,0.621094,0.269895,0,0,4,0.000598,7,0.972043,452,0.007065
1542,Litoricola,,Taxa,Litoricola,Litoricola,Litoricola,31,31,13,0.134876,0.201081,115.750177,0,0,19,0.000947,1,0.853763,397,0.00257
1583,Acidilobus,,Taxa,Acidilobus,Acidilobus,Acidilobus,31,31,15,0.12279,0.191624,0,0,0,23,0.000709,1,1,465,0.003256
3222,LSAC,,ARG,MLS,MLS,LSAC,31,31,15,0.12279,0.191624,0,0,0,23,0.000709,1,1,465,0.003256
3224,Phage-49,,MGE,Phage,49,Phage-49,31,31,15,0.12279,0.191624,0,0,0,23,0.000709,1,1,465,0.003256
3233,Phage-orf17,,MGE,Phage,orf17,Phage-orf17,31,31,15,0.12279,0.191624,0,0,0,23,0.000709,1,1,465,0.003256
3235,Phage-orf7,,MGE,Phage,orf7,Phage-orf7,31,31,15,0.12279,0.191624,0,0,0,23,0.000709,1,1,465,0.003256
3249,"regulation,competence-orf44",,MGE,"regulation,competence",orf44,"regulation,competence-orf44",31,31,15,0.12279,0.191624,0,0,0,23,0.000709,1,1,465,0.003256
86,Arthrobacter,,Taxa,Arthrobacter,Arthrobacter,Arthrobacter,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
39,Corynebacterium,,Taxa,Corynebacterium,Corynebacterium,Corynebacterium,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
528,Lawsonella,,Taxa,Lawsonella,Lawsonella,Lawsonella,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
306,Micrococcus,,Taxa,Micrococcus,Micrococcus,Micrococcus,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
1144,Oerskovia,,Taxa,Oerskovia,Oerskovia,Oerskovia,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
463,Phycicoccus,,Taxa,Phycicoccus,Phycicoccus,Phycicoccus,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
332,Saccharomonospora,,Taxa,Saccharomonospora,Saccharomonospora,Saccharomonospora,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
977,Tomitella,,Taxa,Tomitella,Tomitella,Tomitella,30,30,2,0.566372,0.617188,0.152509,0,0,4,0.000582,7,0.981609,427,0.006936
142,Shigella,,Taxa,Shigella,Shigella,Shigella,30,30,12,0.163548,0.233924,4432.987562,0,0,19,0.000893,1,0.91954,400,0.002539
3205,boaA,,Virulence,Adherence,Adherence,boaA,30,30,15,0.12276,0.190638,0,0,0,23,0.00069,1,1,435,0.00317
3212,espR1,,Virulence,Effector delivery system,Effector delivery system,espR1,30,30,15,0.12276,0.190638,0,0,0,23,0.00069,1,1,435,0.00317
3247,Plasmid-PHG31ORF130c,,MGE,Plasmid,PHG31ORF130c,Plasmid-PHG31ORF130c,30,30,15,0.12276,0.190638,0,0,0,23,0.00069,1,1,435,0.00317
3251,replication/recombination/repair-dnaB_1,,MGE,replication/recombination/repair,dnaB_1,replication/recombination/repair-dnaB_1,30,30,15,0.12276,0.190638,0,0,0,23,0.00069,1,1,435,0.00317
3264,stability/transfer/defense-pemI,,MGE,stability/transfer/defense,pemI,stability/transfer/defense-pemI,30,30,15,0.12276,0.190638,0,0,0,23,0.00069,1,1,435,0.00317
3265,stability/transfer/defense-rsrIM,,MGE,stability/transfer/defense,rsrIM,stability/transfer/defense-rsrIM,30,30,15,0.12276,0.190638,0,0,0,23,0.00069,1,1,435,0.00317
1566,Ascovirus,,Taxa,Ascovirus,Ascovirus,Ascovirus,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3003,avrA,,Virulence,Effector delivery system,Effector delivery system,avrA,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3006,cheB-2,,Virulence,Motility,Motility,cheB-2,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3013,esaD,,Virulence,Effector delivery system,Effector delivery system,esaD,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3020,integration/excision-ORF,,MGE,integration/excision,ORF,integration/excision-ORF,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3023,integration/excision-yuaL,,MGE,integration/excision,yuaL,integration/excision-yuaL,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3027,iucD,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,iucD,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3048,pilD/vcpD,,Virulence,Adherence,Adherence,pilD/vcpD,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3050,Plasmid-pilM,,MGE,Plasmid,pilM,Plasmid-pilM,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3053,purM,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,purM,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3056,replication/recombination/repair-yhgA,,MGE,replication/recombination/repair,yhgA,replication/recombination/repair-yhgA,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3064,spaP,,Virulence,Effector delivery system,Effector delivery system,spaP,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3068,ssaS,,Virulence,Effector delivery system,Effector delivery system,ssaS,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3069,ssaU,,Virulence,Effector delivery system,Effector delivery system,ssaU,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3075,stability/transfer/defense-stbB,,MGE,stability/transfer/defense,stbB,stability/transfer/defense-stbB,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3079,vgrG2,,Virulence,Effector delivery system,Effector delivery system,vgrG2,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
3080,vipA/mglA,,Virulence,Effector delivery system,Effector delivery system,vipA/mglA,30,30,13,0.15576,0.228652,107.963227,0,0,25,0.001035,1,0.845977,368,0.002267
1486,Haloplanus,,Taxa,Haloplanus,Haloplanus,Haloplanus,29,29,8,0.253754,0.341542,65413.34,0,0,2,0.00075,1,0.640394,260,0.003093
661,Georgenia,,Taxa,Georgenia,Georgenia,Georgenia,29,29,2,0.563877,0.613281,0.074773,0,0,4,0.000566,7,0.990148,402,0.006793
17,Streptococcus,,Taxa,Streptococcus,Streptococcus,Streptococcus,29,29,2,0.563877,0.613281,0.107503,0,0,4,0.000568,7,0.987685,401,0.006702
